"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,89,"GRC","Greece","GREECE","Greece","Ellas or Ellada","","","<U+0395><U+03BB><U+03BB><U+03AC>da|<U+0395><U+03BB><U+03BB><U+03AC><U+03C2>|<U+0395><U+03BB><U+03BB><U+03B7><U+03BD><U+03B9><U+03BA><U+03AE> <U+0394><U+03B7>µ<U+03BF><U+03BA><U+03C1>at<U+03AF>a","Grèce ","Grecia ","<U+0413><U+0440><U+0435><U+0446><U+0438><U+044F>","<U+0627><U+0644><U+064A><U+0648><U+0646><U+0627><U+0646>","<U+5E0C><U+814A> ","","","Hellas","GR","","GR","300","Unknown","Present","10609962","131851.906","80.46877987489995","Southern Europe","Europe","2","","","1","","High income: OECD","Debt not classified","EMU","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
